Brand,name,Display,Processor,Weight,Memory,Ram,img-url,Price,URL,Number rating,Average rating
MacBook,MacBook Air M1 2020 7-core GPU,"13.3"",Retina",Apple M1,1.29 kg,SSD 256 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/231244/TimerThumb/apple-macbook-air-2020-mgn63saa-(71).jpg,18550000.0,https://www.thegioididong.com/laptop/apple-macbook-air-2020-mgn63saa,126.0,4.5
Lenovo,Lenovo Ideapad 3 15IAU7 i3 1215U (82RK005LVN),"15.6"",FullHD","i3, 1215U, 1.2GHz",1.63 kg,SSD 256 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/287769/TimerThumb/lenovo-ideapad-3-15iau7-i3-82rk005lvn-(14).jpg,10990000.0,https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i3-82rk005lvn,42.0,4.5
HP,HP 15s fq2716TU i3 1115G4 (7C0X3PA),"15.6"",FullHD","i3, 1115G4, 3GHz",1.7 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/301634/TimerThumb/hp-15s-fq2716tu-i3-7c0x3pa-(4).jpg,10990000.0,https://www.thegioididong.com/laptop/hp-15s-fq2716tu-i3-7c0x3pa,41.0,4.3
Acer,Acer Aspire 3 A315 58 54XF i5 1135G7 (NX.AM0SV.007),"15.6"",FullHD","i5, 1135G7, 2.4GHz",1.7 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/285764/TimerThumb/285764.png,13690000.0,https://www.thegioididong.com/laptop/acer-aspire-3-a315-58-54xf-i5-nxam0sv007,15.0,4.5
Dell,Dell Vostro 3510 i5 1135G7 (P112F002BBL),"15.6"",FullHD","i5, 1135G7, 2.4GHz",1.69 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/266280/TimerThumb/dell-vostro-3510-i5-p112f002bbl-(16).jpg,17690000.0,https://www.thegioididong.com/laptop/dell-vostro-3510-i5-p112f002bbl,47.0,3.9
MacBook,MacBook Air M2 2022 8-core GPU,"13.6"",Retina","Apple M2, 100GB/s",1.24 kg,SSD 256 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/282827/TimerThumb/apple-macbook-air-m2-2022-(39).jpg,25690000.0,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022,35.0,4.8
Asus,Asus VivoBook 15X OLED A1503ZA i5 12500H (L1290W),"15.6"",FullHD","i5, 12500H, 2.5GHz",1.7 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/284257/TimerThumb/asus-vivobook-15x-oled-a1503za-i5-l1290w-(12).jpg,17490000.0,https://www.thegioididong.com/laptop/asus-vivobook-15x-oled-a1503za-i5-l1290w,93.0,4.6
Lenovo,Lenovo IdeaPad 1 15AMN7 R5 7520U (82VG0061VN),"15.6"",FullHD","Ryzen 5, 7520U, 2.8GHz",1.58 kg,SSD 256 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/303562/TimerThumb/303562.png,10990000.0,https://www.thegioididong.com/laptop/lenovo-ideapad-1-15amn7-r5-82vg0061vn,29.0,4.1
HP,HP 240 G8 i3 1115G4 (6L1A1PA),"14"",FullHD","i3, 1115G4, 3GHz",1.47 kg,SSD 256 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/285962/TimerThumb/hp-240-g8-i3-6l1a1pa.jpg,10690000.0,https://www.thegioididong.com/laptop/hp-240-g8-i3-6l1a1pa,28.0,4.1
Lenovo,Lenovo Ideapad 3 15IAU7 i3 1215U (82RK001MVN),"15.6"",FullHD","i3, 1215U, 1.2GHz",1.63 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/287770/TimerThumb/lenovo-ideapad-3-15iau7-i3-82rk001mvn-(6).jpg,11890000.0,https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i3-82rk001mvn,25.0,4.2
Acer,Acer Aspire 3 A315 57 379K i3 1005G1 (NX.KAGSV.001),"15.6"",FullHD","i3, 1005G1, 1.2GHz",1.7 kg,SSD 256 GB,RAM 4 GB,https://cdn.tgdd.vn/Products/Images/44/291965/TimerThumb/acer-aspire-3-a315-57-379k-i3-nxkagsv001-(16).jpg,8590000.0,https://www.thegioididong.com/laptop/acer-aspire-3-a315-57-379k-i3-nxkagsv001,22.0,4.1
Asus,Asus VivoBook X515MA N4020 (BR480W),"15.6"",HD","Celeron, N4020, 1.1GHz",1.8 kg,SSD 256 GB,RAM 4 GB,https://cdn.tgdd.vn/Products/Images/44/262060/TimerThumb/asus-vivobook-x515ma-n4020-br480w-(4).jpg,7690000.0,https://www.thegioididong.com/laptop/asus-vivobook-x515ma-n4020-br480w,44.0,4.0
Dell,Dell Inspiron 15 3520 i5 1235U (N5I5122W1),"15.6"",FullHD,120Hz","i5, 1235U, 1.3GHz",1.9 kg,SSD 256 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/296847/TimerThumb/dell-inspiron-15-3520-i5-n5i5122w1-(4).jpg,15990000.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5122w1,10.0,4.5
HP,HP Pavilion 15 eg2082TU i5 1240P (7C0Q5PA),"15.6"",FullHD","i5, 1240P, 1.7GHz",1.72 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/302533/TimerThumb/hp-pavilion-15-eg2082tu-i5-7c0q5pa.jpg,16390000.0,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2082tu-i5-7c0q5pa,16.0,4.2
Asus,Asus Vivobook 15 X1502ZA i5 1240P (EJ120W),"15.6"",FullHD","i5, 1240P, 1.7GHz",1.7 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/281483/TimerThumb/asus-vivobook-15-x1502za-i5-ej120w-(10).jpg,15990000.0,https://www.thegioididong.com/laptop/asus-vivobook-15-x1502za-i5-ej120w,49.0,4.2
Acer,Acer Aspire 3 A315 59 314F i3 1215U (NX.K6TSV.002),"15.6"",FullHD","i3, 1215U, 1.2GHz",1.7 kg,SSD 256 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/286228/TimerThumb/acer-aspire-3-a315-59-314f-i3-nxk6tsv002-(16).jpg,10690000.0,https://www.thegioididong.com/laptop/acer-aspire-3-a315-59-314f-i3-nxk6tsv002,35.0,4.2
MSI,MSI Modern 14 B11MOU i3 1115G4 (1027VN),"14"",FullHD","i3, 1115G4, 3GHz",1.3 kg,SSD 256 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/266898/TimerThumb/msi-modern-14-b11mou-i3-1027vn-(24).jpg,10490000.0,https://www.thegioididong.com/laptop/msi-modern-14-b11mou-i3-1027vn,62.0,4.1
Dell,Dell Vostro 3400 i5 1135G7 (YX51W6),"14"",FullHD","i5, 1135G7, 2.4GHz",1.64 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/285746/TimerThumb/dell-vostro-3400-i5-yx51w6-(4).jpg,16790000.0,https://www.thegioididong.com/laptop/dell-vostro-3400-i5-yx51w6,38.0,4.4
Acer,Acer Aspire 3 A315 56 32TP i3 1005G1 (NX.HS5SV.00K),"15.6"",FullHD","i3, 1005G1, 1.2GHz",1.7 kg,SSD 256 GB,RAM 4 GB,https://cdn.tgdd.vn/Products/Images/44/274207/TimerThumb/acer-aspire-a315-56-32tp-i3-nxhs5sv00k-(14).jpg,8190000.0,https://www.thegioididong.com/laptop/acer-aspire-a315-56-32tp-i3-nxhs5sv00k,24.0,4.4
CHUWI,CHUWI HeroBook Pro N4020,"14.1"",FullHD","Celeron, N4020, 1.1GHz",1.39 kg,SSD 256 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/270143/TimerThumb/chuwi-herobook-pro-n4020-(18).jpg,5290000.0,https://www.thegioididong.com/laptop/chuwi-herobook-pro-n4020,25.0,3.9
MSI,MSI Modern 15 A11MU i5 1155G7 (680VN),"15.6"",FullHD","i5, 1155G7, 2.5GHz",1.6 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/251675/TimerThumb/msi-modern-15-a11mu-i5-680vn-(30).jpg,14190000.0,https://www.thegioididong.com/laptop/msi-modern-15-a11mu-i5-680vn,73.0,4.2
Lenovo,Lenovo Ideapad 3 15ITL6 i5 1155G7 (82H803CVVN),"15.6"",FullHD","i5, 1155G7, 2.5GHz",1.65 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/304599/TimerThumb/304599.png,13990000.0,https://www.thegioididong.com/laptop/lenovo-ideapad-3-15itl6-i5-82h803cvvn,12.0,4.2
Acer,Acer Aspire 5 A514 54 511G i5 1135G7 (NX.A28SV.009),"14"",FullHD","i5, 1135G7, 2.4GHz",1.46 kg,SSD 1 TB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/271043/TimerThumb/acer-aspire-a514-54-511g-i5-nxa28sv009-(16).jpg,13890000.0,https://www.thegioididong.com/laptop/acer-aspire-a514-54-511g-i5-nxa28sv009,47.0,3.6
HP,HP 15s fq5078TU i5 1235U (6K798PA),"15.6"",FullHD","i5, 1235U, 1.3GHz",1.69 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/284139/TimerThumb/hp-15s-fq5078tu-i5-6k798pa-(10).jpg,14290000.0,https://www.thegioididong.com/laptop/hp-15s-fq5078tu-i5-6k798pa,35.0,4.3
Lenovo,Lenovo ThinkBook 14 G3 ACL R5 5500U (21A200R0VN),"14"",FullHD","Ryzen 5, 5500U, 2.1GHz",1.4 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/304427/lenovo-thinkbook-14-g3-acl-r5-21a200r0vn-thumb-600x600.jpg,12990000.0,https://www.thegioididong.com/laptop/lenovo-thinkbook-14-g3-acl-r5-21a200r0vn,2.0,4.0
Asus,Asus Vivobook X515EA i3 1115G4 (EJ2953W),"15.6"",FullHD","i3, 1115G4, 3GHz",1.8 kg,SSD 256 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/302412/TimerThumb/asus-vivobook-x515ea-i3-ej2953w-(4).jpg,9990000.0,https://www.thegioididong.com/laptop/asus-vivobook-x515ea-i3-ej2953w,28.0,4.4
itel,itel ABLE 1S N4020 (71006300027),"14"",HD","Celeron, N4020, 1.1GHz",1.4 kg,SSD 256 GB,RAM 4 GB,https://cdn.tgdd.vn/Products/Images/44/265523/TimerThumb/itel-able-1s-n4020-71006300027-(16).jpg,5490000.0,https://www.thegioididong.com/laptop/itel-able-1s-n4020-71006300027,28.0,4.1
Dell,Dell Inspiron 16 5620 i7 1255U (N6I7110W1),"16"",FullHD+","i7, 1255U, 1.7GHz",1.87 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/292396/dell-inspiron-16-5620-i7-n6i7110w1-thumb-600x600.jpg,23490000.0,https://www.thegioididong.com/laptop/dell-inspiron-16-5620-i7-n6i7110w1,11.0,4.6
Lenovo,Lenovo IdeaPad Slim 5 Light 14ABR8 R5 7530U (82XS002KVN),"14"",FullHD","Ryzen 5, 7530U, 2GHz",1.17 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/305673/lenovo-ideapad-slim-5-light-14abr8-r5-82xs002kvn-thumb-600x600.jpg,17490000.0,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-light-14abr8-r5-82xs002kvn,1.0,5.0
HP,HP 245 G9 R5 5625U (6L1N9PA),"14"",FullHD","Ryzen 5, 5625U, 2.30 GHz",1.47 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/305769/hp-245-g9-r5-6l1n9pa-thumb-600x600.jpg,12490000.0,https://www.thegioididong.com/laptop/hp-245-g9-r5-6l1n9pa,,
MacBook,MacBook Pro M2 2022 10-core GPU,"13.3"",Retina","Apple M2, 100GB/s",1.4 kg,SSD 256 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/282828/TimerThumb/apple-macbook-pro-13-inch-m2-2022-(37).jpg,27690000.0,https://www.thegioididong.com/laptop/apple-macbook-pro-13-inch-m2-2022,20.0,4.6
HP,HP Pavilion X360 14 ek0134TU i5 1235U (7C0P8PA),"14"",FullHD","i5, 1235U, 1.3GHz",1.51 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/302212/TimerThumb/hp-pavilion-x360-14-ek0134tu-i5-7c0p8pa.jpg,18690000.0,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek0134tu-i5-7c0p8pa,15.0,4.6
Lenovo,Lenovo Ideapad 3 15IAU7 i5 1235U (82RK001PVN),"15.6"",FullHD","i5, 1235U, 1.3GHz",1.63 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/291738/TimerThumb/lenovo-ideapad-3-15iau7-i5-82rk001pvn-(6).jpg,14990000.0,https://www.thegioididong.com/laptop/lenovo-ideapad-3-15iau7-i5-82rk001pvn,26.0,4.3
HP,HP Pavilion 15 eg2035TX i5 1235U (6K781PA),"15.6"",FullHD","i5, 1235U, 1.3GHz",1.74 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/284142/TimerThumb/hp-pavilion-15-eg2035tx-i5-6k781pa.jpg,16390000.0,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2035tx-i5-6k781pa,27.0,4.4
Lenovo,Lenovo Ideapad 5 Pro 14ITL6 i5 1155G7 (82L300M9VN),"14"",2K","i5, 1155G7, 2.5GHz",1.38 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/284187/TimerThumb/lenovo-ideapad-5-pro-14itl6-i5-82l300m9vn-(6).jpg,15990000.0,https://www.thegioididong.com/laptop/lenovo-ideapad-5-pro-14itl6-i5-82l300m9vn,19.0,4.1
Asus,Asus Vivobook X415EA i3 1115G4 (EK2034W),"14"",FullHD","i3, 1115G4, 3GHz",1.55 kg,SSD 256 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/304866/asus-vivobook-x415ea-i3-ek2034w-thumb-laptop-600x600.jpg,10490000.0,https://www.thegioididong.com/laptop/asus-vivobook-x415ea-i3-ek2034w,10.0,4.7
Dell,Dell Vostro 5410 i5 11320H (V4I5214W1),"14"",FullHD","i5, 11320H, 3.2GHz",1.44 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/267695/dell-vostro-5410-i5-11320h-8gb-512gb-office-h-s-600x600.jpg,19690000.0,https://www.thegioididong.com/laptop/dell-vostro-5410-i5-v4i5214w1,43.0,4.1
HP,HP Pavilion 14 dv2074TU i5 1235U (7C0P3PA),"14"",FullHD","i5, 1235U, 1.3GHz",1.41 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/302204/TimerThumb/hp-pavilion-14-dv2074tu-i5-7c0p3pa.jpg,16390000.0,https://www.thegioididong.com/laptop/hp-pavilion-14-dv2074tu-i5-7c0p3pa,12.0,4.2
Lenovo,Lenovo Ideapad 5 15IAL7 i5 1235U (82SF005HVN),"15.6"",FullHD","i5, 1235U, 1.3GHz",1.85 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/300689/TimerThumb/lenovo-ideapad-5-15ial7-i5-82sf005hvn-(4).jpg,15990000.0,https://www.thegioididong.com/laptop/lenovo-ideapad-5-15ial7-i5-82sf005hvn,9.0,4.7
Asus,Asus Vivobook 14 X1402ZA i5 1240P (EK083W),"14"",FullHD","i5, 1240P, 1.7GHz",1.5 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/284256/TimerThumb/asus-vivobook-14-x1402za-i5-ek083w-(4).jpg,14790000.0,https://www.thegioididong.com/laptop/asus-vivobook-14-x1402za-i5-ek083w,17.0,4.0
Dell,Dell Inspiron 15 3511 i5 1135G7 (70270650),"15.6"",FullHD","i5, 1135G7, 2.4GHz",1.73 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/264349/dell-inspiron-15-3511-i5-70270650-141221-044940-600x600.jpg,17990000.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3511-i5-70270650,33.0,3.8
Asus,Asus Vivobook 14X OLED A1403ZA i5 12500H (KM065W),"14"",2K,90Hz","i5, 12500H, 2.5GHz",1.6 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/285772/asus-vivobook-14x-oled-a1403za-i5-km065w-170822-060234-600x600.jpg,16990000.0,https://www.thegioididong.com/laptop/asus-vivobook-14x-oled-a1403za-i5-km065w,25.0,4.4
HP,HP 15s fq5162TU i5 1235U (7C134PA),"15.6"",FullHD","i5, 1235U, 1.3GHz",1.7 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/302532/TimerThumb/hp-15s-fq5162tu-i5-7c134pa.jpg,15590000.0,https://www.thegioididong.com/laptop/hp-15s-fq5162tu-i5-7c134pa,13.0,4.4
Lenovo,Lenovo Ideapad 3 14ABA7 R5 5625U (82RM003WVN),"14"",FullHD","Ryzen 5, 5625U, 2.30 GHz",1.43 kg,SSD 256 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/302227/TimerThumb/lenovo-ideapad-3-14aba7-r5-82rm003wvn-(2).jpg,11990000.0,https://www.thegioididong.com/laptop/lenovo-ideapad-3-14aba7-r5-82rm003wvn,5.0,4.4
MSI,MSI Modern 15 A5M R5 5500U (236VN),"15.6"",FullHD","Ryzen 5, 5500U, 2.1GHz",1.6 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/263791/TimerThumb/msi-modern-15-a5m-r5-236vn-(26).jpg,10890000.0,https://www.thegioididong.com/laptop/msi-modern-15-a5m-r5-236vn,25.0,3.6
MSI,MSI Modern 14 B11MOU i7 1195G7 (1032VN),"14"",FullHD","i7, 1195G7, 2.9GHz",1.3 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/281530/TimerThumb/msi-modern-14-b11mou-i7-1032vn-(6).jpg,15990000.0,https://www.thegioididong.com/laptop/msi-modern-14-b11mou-i7-1032vn,32.0,4.3
Lenovo,Lenovo Ideapad 5 14IAL7 i5 1235U (82SD0060VN),"14"",FullHD","i5, 1235U, 1.3GHz",1.44 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/287771/lenovo-ideapad-5-14ial7-i5-82sd0060vn-171222-040323-600x600.jpg,15990000.0,https://www.thegioididong.com/laptop/lenovo-ideapad-5-14ial7-i5-82sd0060vn,15.0,3.7
HP,HP Pavilion 15 eg2056TU i5 1240P (6K786PA),"15.6"",FullHD","i5, 1240P, 1.7GHz",1.72 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/284141/TimerThumb/hp-pavilion-15-eg2056tu-i5-6k786pa-(10).jpg,15490000.0,https://www.thegioididong.com/laptop/hp-pavilion-15-eg2056tu-i5-6k786pa,56.0,4.2
Dell,Dell Inspiron 15 3520 i3 1215U (i3U082W11BLU),"15.6"",FullHD,120Hz","i3, 1215U, 1.2GHz",1.9 kg,SSD 256 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/302266/dell-inspiron-15-3520-i3-i3u082w11blu-thumb-600x600.jpg,13190000.0,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i3-i3u082w11blu,4.0,4.5
Dell,Dell Vostro 5620 i5 1240P (V6I5001W1),"16"",FullHD+","i5, 1240P, 1.7GHz",1.97 kg,SSD 256 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/292397/dell-vostro-5620-i5-v6i5001w1-thumb-1-600x600.jpg,18990000.0,https://www.thegioididong.com/laptop/dell-vostro-5620-i5-v6i5001w1,10.0,4.0
HP,HP 240 G9 i5 1235U (6L1Y1PA),"14"",FullHD","i5, 1235U, 1.3GHz",1.47 kg,SSD 256 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/291153/TimerThumb/hp-240-g9-i5-6l1y1pa-(10).jpg,15890000.0,https://www.thegioididong.com/laptop/hp-240-g9-i5-6l1y1pa,19.0,4.0
Asus,Asus Vivobook 15 OLED A1505VA i5 13500H (L1052W),"15.6"",FullHD","i5, 13500H, 2.6GHz",1.7 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/304028/asus-vivobook-15-oled-a1505va-i5-l1052w-thumb-600x600.jpg,19490000.0,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i5-l1052w,2.0,4.5
HP,HP 240 G9 i5 1235U (6L1Y2PA),"14"",FullHD","i5, 1235U, 1.3GHz",1.47 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/285963/TimerThumb/hp-240-g9-i5-6l1y2pa-(8).jpg,16590000.0,https://www.thegioididong.com/laptop/hp-240-g9-i5-6l1y2pa,29.0,4.4
Dell,Dell Vostro 3400 i5 1135G7 (70270645),"14"",FullHD","i5, 1135G7, 2.4GHz",1.64 kg,SSD 256 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/266085/TimerThumb/dell-vostro-3400-i5-70270645-(20).jpg,15990000.0,https://www.thegioididong.com/laptop/dell-vostro-3400-i5-70270645,13.0,4.1
